RowNum,CinemaName,TodayBox,TodayShowCount,TodayAudienceCount,price,AvgPeople,Attendance
84,普宁市中影时代国际影城,27958.21,62,787,35.53,12.69,9.888741
85,宁波博纳国际影城（北仑店）,27927.94,80,732,38.15,9.15,6.388292
86,金逸天津大悦城IMAX店,27909.01,69,692,40.33,10.03,4.373739
87,广州白云万达广场店,27845.85,47,610,45.65,12.98,7.604720
88,东阳市博纳国际影城银泰店,27839.97,48,700,39.77,14.58,9.697977
89,广州市捷登都会飞扬影城,27825.98,101,748,37.20,7.41,3.721578
90,赤峰市博纳国际影城维多利万悦城店,27749.18,45,825,33.64,18.33,12.962962
91,杭州博纳国际影城临平IMAX店,27569.97,60,645,42.74,10.75,9.723618
92,泉州齐光现代影城,27531.99,57,636,43.29,11.16,9.221400
93,重庆万达影城大融城店,27445.33,65,836,32.83,12.86,11.043593
94,上海国泰影院,27435.03,22,688,39.88,31.27,16.064757
95,巨幕影城（武汉光谷广场资本大厦店）,27373.03,68,877,31.21,12.90,6.052374
96,深圳市万象影城罗湖万象城店,27236.02,81,495,55.02,6.11,3.884180
97,北京美嘉欢乐影城（三里屯店）,27234.00,49,412,66.10,8.41,4.217260
98,北京市新影联美亚东申影城,27113.04,46,669,40.53,14.54,9.760723
99,UME影城（重庆江北店）,26946.79,91,787,34.24,8.65,8.501000
100,北京美嘉欢乐影城（中关村）,26866.03,55,631,42.58,11.47,5.686605
