GPSTime,Time,NR_gNBId,NR_CellId,NR_PCI,NR_DlFreq,NR_UlFreq,NR_BandWidth,NR_MeaObjNum,GPSLongitude,GPSLatitude,GPSHeigh,NR_OptimalAvgRsrp,NR_OptimalAvgSinr,NR_OptimalAvgRsrq,NR_OptimalAvgRssi,NR_CSI_RS_Single_RSRP_Rx_avg,NR_CSI_RS_Single_SINR_Rx_avg,NR_UL_MCS_1,NR_PUSCH_BLER_1(%),NR_UL_Rate_PHY_1,NR_UL_Rate_PDCP_MCG,NR_UL_Rate_PDCP_SCG,NR_CQIValue_1,NR_UL_RI,NR_DL_RB,NR_PDSCH_BLER_1(%),NR_DL_RI,NR_DLStreamNumTotal,NR_DL_Rate_PHY_1,NR_DL_Rate_PDCP_SCG,NR_DL_Rate_PDCP_MCG,NR_CSI_RS_Single_TB0_CQI,NR_CSI_RS_Multi_TB0_CQI
2019/3/3/ 17:19:4,17:19:04,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-78.35,29.5,-10.67,-54.73,-78.0625,25.1875,25,9.83,224234.2,0,613637.4,255,2.0,1,45.04,2.3,248,199.71200000000002,4.64,0,14,NaN
2019/3/3/ 17:19:5,17:19:05,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-80.18,27.41,-11.66,-55.18,-78.875,22.6875,24,10.0,197437.4,0,617760.0,255,2.0,1,16.05,2.6,150,151.616,4.64,0,12,NaN
2019/3/3/ 17:19:6,17:19:06,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-78.67,28.94,-10.53,-55.29,-79.1875,23.375,23,6.83,195687.2,0,613307.9,255,2.0,1,11.76,2.7,159,162.472,4.64,0,14,NaN
2019/3/3/ 17:19:7,17:19:07,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-80.16,27.82,-10.55,-56.66,-79.8125,25.875,23,9.66,187792.0,0,616982.8,255,2.0,1,10.67,3.7,151,153.84799999999998,4.64,0,14,NaN
2019/3/3/ 17:19:8,17:19:08,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-78.42,29.19,-10.68,-54.56,-78.0,27.0625,28,1.5,202962.9,0,619010.3,255,2.0,1,6.85,3.4,139,179.672,4.64,0,14,NaN
2019/3/3/ 17:19:9,17:19:09,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-78.41,29.17,-10.44,-55.19,-79.3125,25.6875,28,3.16,242247.9,0,615994.4,255,2.0,1,0.0,3.0,135,180.06400000000002,4.64,0,13,NaN
2019/3/3/ 17:19:10,17:19:10,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-79.37,27.42,-10.18,-56.04,-80.0,23.5625,28,0.33,237504.3,0,615022.9,255,2.0,1,37.79,2.2,235,194.08,4.64,0,13,NaN
2019/3/3/ 17:19:11,17:19:11,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-78.61,27.45,-10.36,-55.06,-75.75,27.0,28,9.0,242461.2,0,616822.3,255,2.0,1,31.12,3.9,182,245.22400000000002,4.64,0,14,NaN
2019/3/3/ 17:19:12,17:19:12,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-76.87,30.32,-10.0,-53.49,-77.8125,28.4375,27,13.66,235684.0,0,599098.4,255,2.0,1,25.41,3.8,185,235.56,4.64,0,15,NaN
2019/3/3/ 17:19:13,17:19:13,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-72.51,33.78,-10.43,-49.11,-73.4375,30.125,26,2.0,225203.5,0,598329.6,255,2.0,1,39.37,2.4,215,211.08,4.64,0,15,NaN
2019/3/3/ 17:19:14,17:19:14,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-72.61,34.1,-10.43,-49.48,-74.75,29.25,28,10.16,229950.0,0,622643.0,255,2.0,1,2.17,2.1,138,172.27200000000002,4.64,0,15,NaN
2019/3/3/ 17:19:15,17:19:15,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-76.95,29.26,-10.31,-54.05,-78.375,25.4375,27,10.16,237165.4,0,618241.6,255,2.0,1,23.56,3.3,182,204.00799999999998,4.64,0,14,NaN
2019/3/3/ 17:19:16,17:19:16,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-78.88,26.93,-10.5,-55.23,-77.9375,25.875,26,9.66,230414.1,0,609886.5,255,2.0,1,37.56,3.3,216,261.736,4.64,0,14,NaN
2019/3/3/ 17:19:17,17:19:17,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-71.57,32.22,-10.37,-47.97,-70.75,31.375,27,9.0,224145.1,0,613645.9,255,2.0,1,15.09,3.0,147,173.408,4.64,0,15,NaN
2019/3/3/ 17:19:18,17:19:18,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-70.93,33.63,-10.61,-47.35,-72.0625,30.6875,27,11.83,231345.2,0,605316.1,255,2.0,1,24.16,2.4,186,193.12,4.64,0,15,NaN
2019/3/3/ 17:19:19,17:19:19,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-76.88,27.09,-10.44,-53.39,-77.3125,26.0625,23,10.83,218892.2,0,620015.6,255,2.0,1,35.0,3.9,202,229.28,4.64,0,14,NaN
2019/3/3/ 17:19:20,17:19:20,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-75.19,26.74,-10.31,-51.8,-74.375,28.875,19,8.0,162664.0,0,616467.5,255,2.0,1,25.14,2.5,179,178.53599999999997,4.64,0,15,NaN
2019/3/3/ 17:19:21,17:19:21,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-81.72,20.9,-10.71,-57.98,-81.5,24.4375,19,9.66,130922.1,0,621181.5,255,2.0,1,25.56,3.1,182,140.264,4.64,0,13,NaN
2019/3/3/ 17:19:22,17:19:22,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-84.24,15.33,-10.43,-60.99,-83.6875,22.1875,18,8.16,133093.7,0,612057.6,255,2.0,1,18.9,2.5,161,131.04,4.64,0,13,NaN
2019/3/3/ 17:19:23,17:19:23,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-82.85,16.27,-10.62,-59.29,-83.9375,25.3125,17,12.5,116883.0,0,621460.3,255,2.0,1,15.43,2.1,167,122.83200000000001,4.64,0,13,NaN
2019/3/3/ 17:19:24,17:19:24,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-87.63,16.42,-10.74,-64.31,-85.6875,23.875,16,9.5,111795.6,0,618275.4,255,2.0,1,45.89,3.4,222,184.352,4.64,0,13,NaN
2019/3/3/ 17:19:25,17:19:25,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-91.07,16.73,-10.87,-67.48,-90.5,20.125,16,8.33,112321.0,0,623090.7,255,2.0,1,17.9,3.0,174,171.96,4.64,0,11,NaN
2019/3/3/ 17:19:26,17:19:26,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-91.64,16.02,-10.42,-68.2,-90.125,22.125,16,8.83,111804.4,0,618106.4,255,2.0,1,41.23,2.3,228,148.24,4.64,0,12,NaN
2019/3/3/ 17:19:27,17:19:27,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.73,16.92,-10.62,-66.98,-89.4375,21.125,15,7.83,104796.5,0,619973.4,255,2.0,1,31.12,2.0,189,127.336,4.64,0,12,NaN
2019/3/3/ 17:19:28,17:19:28,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-91.35,10.73,-10.55,-67.64,-93.4375,15.9375,13,6.16,94898.2,0,618030.4,255,2.0,1,47.69,1.0,263,108.36,4.64,0,8,NaN
2019/3/3/ 17:19:29,17:19:29,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-94.2,12.44,-11.0,-70.4,-92.5625,20.875,13,9.33,88392.6,0,622389.6,255,2.0,1,26.88,2.1,175,114.344,4.64,0,11,NaN
2019/3/3/ 17:19:30,17:19:30,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-88.5,18.2,-10.62,-65.05,-90.4375,22.25,13,9.16,86159.73,0,619981.9,255,2.0,1,28.49,2.5,191,141.45600000000002,4.64,0,12,NaN
2019/3/3/ 17:19:31,17:19:31,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-92.74,14.57,-10.55,-69.35,-94.625,19.6875,16,23.78,90340.03,0,617134.9,255,1.730318,1,7.14,2.0,133,117.24,4.64,0,9,NaN
2019/3/3/ 17:19:32,17:19:32,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-94.6,14.52,-10.5,-70.87,-94.75,20.625,12,11.33,74456.58,0,618663.9,255,2.0,1,28.49,2.6,194,114.744,4.64,0,10,NaN
2019/3/3/ 17:19:33,17:19:33,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-96.18,14.37,-10.74,-72.23,-93.75,20.6875,11,6.83,71054.64,0,622305.1,255,2.0,1,46.25,2.2,246,117.272,4.64,0,10,NaN
2019/3/3/ 17:19:34,17:19:34,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-96.84,13.81,-11.06,-73.13,-95.5625,20.9375,10,9.33,63666.31,0,616754.7,255,2.0,1,41.05,1.8,221,101.14399999999999,4.64,0,10,NaN
2019/3/3/ 17:19:35,17:19:35,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-95.05,14.39,-10.74,-71.32,-93.8125,21.0625,11,13.0,61212.67,0,623927.1,255,2.0,1,29.69,2.0,180,97.416,4.64,0,11,NaN
2019/3/3/ 17:19:36,17:19:36,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-92.72,16.88,-10.25,-68.51,-90.5,20.75,14,7.0,88339.01,0,616146.4,255,2.0,1,13.75,2.6,162,71.344,4.64,0,12,NaN
2019/3/3/ 17:19:37,17:19:37,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.75,17.19,-10.37,-67.24,-89.9375,18.75,12,10.33,89839.96,0,621637.7,255,2.0,1,8.84,1.9,144,100.848,4.64,0,12,NaN
2019/3/3/ 17:19:38,17:19:38,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-87.7,21.21,-10.37,-64.33,-86.8125,22.0625,15,8.0,80940.43,0,619652.4,255,2.0,1,24.57,2.6,191,84.664,4.64,0,13,NaN
2019/3/3/ 17:19:39,17:19:39,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-85.39,23.27,-10.43,-61.89,-85.6875,21.9375,18,9.16,113725.9,0,623259.7,255,2.0,1,30.77,2.9,184,150.52,4.64,0,13,NaN
2019/3/3/ 17:19:40,17:19:40,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-84.85,21.98,-10.31,-61.61,-84.375,22.25,15,6.66,114942.7,0,614338.6,255,2.0,1,13.16,2.0,149,183.264,4.64,0,13,NaN
2019/3/3/ 17:19:41,17:19:41,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-86.42,21.43,-10.37,-63.21,-86.6875,20.0,16,10.0,97629.77,0,618174.0,255,2.0,1,8.16,2.0,148,178.352,4.64,0,11,NaN
2019/3/3/ 17:19:42,17:19:42,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.05,17.75,-10.44,-66.99,-90.0625,17.125,18,11.66,92194.55,0,616146.4,255,1.311667,1,6.85,2.0,147,151.504,4.64,0,10,NaN
2019/3/3/ 17:19:43,17:19:43,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-86.09,21.31,-10.24,-62.91,-86.0,24.75,14,7.66,93858.84,0,620826.6,255,2.0,1,11.11,2.2,153,132.336,4.64,0,14,NaN
2019/3/3/ 17:19:44,17:19:44,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-86.17,20.72,-10.37,-62.74,-85.4375,25.5,13,10.33,85388.77,0,618300.7,255,1.865,1,39.91,2.6,218,180.05599999999998,4.64,0,14,NaN
2019/3/3/ 17:19:45,17:19:45,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-85.27,23.28,-10.12,-61.84,-85.4375,24.8125,13,14.16,78619.31,0,620801.3,255,2.0,1,11.76,2.4,151,123.36,4.64,0,14,NaN
2019/3/3/ 17:19:46,17:19:46,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-87.03,22.03,-10.31,-63.54,-87.6875,22.9375,9,10.0,78085.55,0,615926.8,255,2.0,1,31.98,2.9,214,140.072,4.64,0,12,NaN
2019/3/3/ 17:19:47,17:19:47,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.83,17.52,-10.25,-67.43,-90.25,19.4375,8,11.33,50818.65,0,616307.0,255,2.0,1,42.58,2.1,273,141.264,4.64,0,10,NaN
2019/3/3/ 17:19:48,17:19:48,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.22,17.2,-10.49,-66.97,-88.75,19.9375,10,8.66,48583.16,0,622009.4,255,2.0,1,31.67,2.3,190,84.57600000000001,4.64,0,11,NaN
2019/3/3/ 17:19:49,17:19:49,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.89,17.07,-10.44,-67.32,-90.25,17.6875,9,8.83,64538.7,0,612632.1,255,2.0,1,9.49,3.0,159,106.288,4.64,0,10,NaN
2019/3/3/ 17:19:50,17:19:50,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-91.73,15.39,-10.43,-68.34,-91.0,16.5,10,8.5,61950.18,0,623073.8,255,2.0,1,25.13,2.7,210,104.448,4.64,0,7,NaN
2019/3/3/ 17:19:51,17:19:51,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-91.6,15.06,-10.0,-68.25,-92.375,14.1875,8,11.0,57378.57,0,615242.5,255,2.0,1,23.94,1.8,167,91.432,4.64,0,8,NaN
2019/3/3/ 17:19:52,17:19:52,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.84,16.21,-10.37,-67.24,-91.25,15.25,9,8.33,52446.2,0,621527.8,255,2.0,1,16.37,2.0,182,92.096,4.64,0,9,NaN
2019/3/3/ 17:19:53,17:19:53,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-86.29,21.14,-10.23,-63.05,-88.3125,18.25,9,8.33,55809.2,0,625168.9,255,2.0,1,16.67,2.7,162,107.75200000000001,4.64,0,9,NaN
2019/3/3/ 17:19:54,17:19:54,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-89.05,19.57,-10.5,-64.89,-88.0625,18.75,11,10.33,62399.14,0,614262.6,255,2.0,1,25.65,3.5,201,144.52,4.64,0,11,NaN
2019/3/3/ 17:19:55,17:19:55,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-88.09,20.64,-10.25,-64.44,-88.625,19.9375,9,9.66,59918.43,0,616104.3,255,2.0,1,28.64,3.0,196,155.43200000000002,4.64,0,12,NaN
2019/3/3/ 17:19:56,17:19:56,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-83.85,23.06,-10.56,-60.38,-85.375,19.3125,11,7.5,62889.39,0,614372.4,255,2.0,1,5.3,2.0,150,125.336,4.64,0,12,NaN
2019/3/3/ 17:19:57,17:19:57,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-89.2,17.05,-10.93,-65.28,-89.5,14.25,11,6.5,67342.5,0,621434.9,255,2.0,1,16.76,2.5,195,137.99200000000002,4.64,0,9,NaN
2019/3/3/ 17:19:58,17:19:58,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-92.92,11.85,-10.62,-69.15,-91.9375,12.5625,10,13.66,71635.91,0,618174.0,255,2.0,1,23.16,2.6,168,128.256,4.64,0,7,NaN
2019/3/3/ 17:19:59,17:19:59,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.4,14.41,-10.53,-66.91,-89.875,14.0625,7,8.5,50646.39,0,615656.5,255,2.0,1,19.44,2.3,187,102.416,4.64,0,9,NaN
2019/3/3/ 17:20:0,17:20:00,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-86.74,20.0,-10.8,-63.05,-88.125,17.5625,9,7.5,46718.63,0,605282.3,255,2.0,1,19.46,2.4,175,134.056,4.64,0,10,NaN
2019/3/3/ 17:20:1,17:20:01,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-87.86,17.92,-10.72,-64.36,-88.5625,17.875,12,9.0,69580.73,0,608593.9,255,2.0,1,23.59,3.2,191,158.304,4.64,0,10,NaN
2019/3/3/ 17:20:2,17:20:02,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-86.34,18.97,-10.56,-62.87,-87.4375,16.5625,9,8.33,67767.59,0,573737.5,255,2.0,1,20.99,2.7,187,152.08,4.64,0,10,NaN
2019/3/3/ 17:20:3,17:20:03,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-87.24,19.07,-10.31,-64.06,-89.1875,17.1875,9,10.83,56377.18,0,575376.4,255,2.0,1,10.83,2.4,154,120.23200000000001,4.64,0,10,NaN
2019/3/3/ 17:20:4,17:20:04,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.68,13.82,-10.37,-67.4,-90.75,17.4375,7,9.33,54500.48,0,616856.1,255,2.0,1,21.51,3.5,185,130.4,4.64,0,10,NaN
2019/3/3/ 17:20:5,17:20:05,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-89.63,14.55,-10.62,-65.94,-89.5625,19.125,9,8.16,47864.74,0,595820.6,255,2.0,1,16.87,2.7,171,133.088,4.64,0,11,NaN
2019/3/3/ 17:20:6,17:20:06,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-87.41,17.38,-10.66,-63.43,-87.125,22.125,9,10.66,62876.67,0,599520.8,255,2.0,1,17.28,2.7,153,128.528,4.64,0,13,NaN
2019/3/3/ 17:20:7,17:20:07,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.49,15.4,-10.68,-66.72,-89.6875,20.8125,8,9.16,51772.91,0,604783.9,255,2.0,1,15.0,2.5,174,150.136,4.64,0,12,NaN
2019/3/3/ 17:20:8,17:20:08,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.43,14.97,-10.69,-66.65,-91.0,20.3125,7,9.66,46401.27,0,611761.9,255,2.0,1,48.51,2.3,262,130.976,4.64,0,11,NaN
2019/3/3/ 17:20:9,17:20:09,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.8,15.85,-10.43,-67.35,-91.125,18.9375,5,7.33,39984.1,0,603778.6,255,2.0,1,29.15,2.7,209,111.87200000000001,4.64,0,10,NaN
2019/3/3/ 17:20:10,17:20:10,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.39,15.51,-10.47,-66.79,-89.875,20.375,6,11.33,32176.0,0,587634.4,255,2.0,1,28.84,2.3,207,89.432,4.64,0,12,NaN
2019/3/3/ 17:20:11,17:20:11,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-90.99,17.44,-10.0,-67.69,-90.375,21.625,10,8.66,60522.59,0,552702.0,255,2.0,1,21.98,2.8,184,95.28,4.64,0,12,NaN
2019/3/3/ 17:20:12,17:20:12,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-92.03,17.05,-10.49,-68.23,-91.1875,21.25,8,8.0,52605.81,0,529638.9,255,2.0,1,16.67,1.5,175,87.944,4.64,0,12,NaN
2019/3/3/ 17:20:13,17:20:13,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-92.22,14.36,-10.62,-68.86,-91.125,16.9375,12,9.0,62840.82,0,574556.9,255,2.0,1,20.79,2.2,168,66.384,4.64,0,11,NaN
2019/3/3/ 17:20:14,17:20:14,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-91.21,13.9,-10.24,-67.32,-89.9375,17.4375,12,7.5,73246.8,0,579879.2,255,2.0,1,7.48,1.6,152,48.16,4.64,0,11,NaN
2019/3/3/ 17:20:15,17:20:15,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-88.3,19.85,-10.62,-64.4,-86.5625,24.8125,14,7.66,85819.05,0,596927.3,255,2.0,1,37.5,2.7,226,111.32799999999999,4.64,0,14,NaN
2019/3/3/ 17:20:16,17:20:16,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-87.35,22.37,-10.8,-63.6,-85.5625,26.0,12,7.0,83402.77,0,608805.1,255,2.0,1,36.74,2.5,227,129.144,4.64,0,14,NaN
2019/3/3/ 17:20:17,17:20:17,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-88.43,20.45,-10.37,-65.09,-86.6875,22.1875,11,8.33,72492.91,0,579989.0,255,2.0,1,45.68,1.7,239,123.536,4.64,0,12,NaN
2019/3/3/ 17:20:18,17:20:18,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-88.95,18.82,-10.37,-65.67,-87.375,22.8125,17,10.16,71020.45,0,572360.5,255,1.55,1,35.55,1.8,200,104.96,4.64,0,13,NaN
2019/3/3/ 17:20:19,17:20:19,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-95.3,14.4,-11.0,-71.83,-94.5,15.875,19,5.33,69483.65,0,524848.9,255,1.0,1,39.73,1.9,220,115.72,4.64,0,7,NaN
2019/3/3/ 17:20:20,17:20:20,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-99.11,7.64,-11.24,-75.08,-98.3125,8.25,7,9.33,51346.07,0,616298.5,255,1.631667,1,20.12,2.2,165,68.712,4.64,0,6,NaN
2019/3/3/ 17:20:21,17:20:21,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-101.97,5.09,-11.78,-77.42,-101.8125,3.9375,6,6.16,49642.83,0,616188.7,255,2.0,1,10.9,2.9,149,54.08,4.64,0,3,NaN
2019/3/3/ 17:20:22,17:20:22,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-103.23,3.37,-11.99,-78.1,-104.0,1.5625,3,7.66,26364.64,0,610874.9,255,2.0,1,4.2,1.8,141,36.088,4.64,0,2,NaN
2019/3/3/ 17:20:23,17:20:23,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-105.36,3.6,-12.21,-80.41,-105.4375,0.875,1,10.66,17073.16,0,608788.3,255,2.0,1,0.0,1.2,137,33.168,4.64,0,2,NaN
2019/3/3/ 17:20:24,17:20:24,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-106.09,3.89,-11.77,-82.01,-105.6875,0.8125,1,7.5,14834.11,0,618435.9,255,2.0,1,3.36,1.0,156,34.952,4.64,0,2,NaN
2019/3/3/ 17:20:25,17:20:25,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-109.0,0.61,-13.05,-83.17,-108.0625,-1.0625,0,29.16,11802.19,0,615918.4,255,2.0,1,22.91,1.0,171,37.264,4.64,0,1,NaN
2019/3/3/ 17:20:26,17:20:26,311,3,594,3450000,3450000,100,2,0.0,0.0,0.0,-111.38,-2.87,-14.99,-83.35,-109.625,-2.3125,0,57.83,10613.12,0,599140.6,255,1.965,2,2.11,1.0,147,27.0,4.64,0,1,NaN
